unique_id,data_source,job_title,company_name,job_description,location,min_salary,max_salary,contract_time,contract_type,experience_level,skills_required
ONE_15-1299.06,ONET_Standard,Digital Forensics Analysts,ONET Standard System,"Conduct investigations on computer-based crimes establishing documentary or physical evidence, such as digital media and logs associated with cyber intrusion incidents. Analyze digital evidence and investigate computer security incidents to derive information in support of system and network vulnerability mitigation. Preserve and present computer-related evidence in support of criminal, fraud, counterintelligence, or law enforcement investigations.",Global,,,Standard,Standard,Standard,"AccessData FTK, Amazon Simple Storage Service S3, Amazon Web Services AWS software, Ansible software, Apple iOS, Apple macOS, Bash, Border Gateway Protocol BGP, C, C#, C++, Cisco Systems Cisco NetFlow Collection Engine, Computer forensic software, Enterprise application integration EAI software, Extensible markup language XML, Firewall software, Geographic information system GIS systems, Go, Google Workspace software, Graphical user interface GUI design software, Guidance Software EnCase Enterprise, Hypertext markup language HTML, IBM QRadar SIEM, IBM Terraform, Intrusion detection system IDS, JavaScript, Kali Linux, Kubernetes, Linux, Management information systems MIS, Metasploit, Microsoft Access, Microsoft Active Directory, Microsoft Azure software, Microsoft Defender Antivirus, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft PowerShell, Microsoft Windows, Microsoft Windows Server, MITRE ATT&CK software, Network directory services software, OpenVAS, Oper"
ONE_15-1299.07,ONET_Standard,Blockchain Engineers,ONET Standard System,"Maintain and support distributed and decentralized blockchain-based networks or block-chain applications such as cryptocurrency exchange, payment processing, document sharing, and digital voting. Design and deploy secure block-chain design patterns and solutions over geographically distributed networks using advanced technologies. May assist with infrastructure setup and testing for application transparency and security.",Global,,,Standard,Standard,Standard,"Amazon Elastic Container Service ECS, Amazon Kinesis, Amazon Simple Storage Service S3, Amazon Web Services AWS CloudFormation, Amazon Web Services AWS software, Ansible software, Apache Kafka, Atlassian Confluence, Atlassian JIRA, C, C#, C++, Docker, Enterprise application integration EAI software, Git, GitHub, Go, Google Angular, Grafana Labs Grafana Cloud, IBM Terraform, JavaScript, Jenkins CI, Kotlin, Kubernetes, Linux, Low-level virtual machine LLVM compilers, Microservices Architecture, Microsoft Azure software, MongoDB, MySQL, Node.js, NoSQL, Operating system software, Oracle Java, Oracle Java Message Service JMS, PostgreSQL, Python, RabbitMQ, React, RESTful API, Rust programming language, Software as a service SaaS, Software libraries, Solidity, Source code editor software, Splunk Enterprise, Spring Boot, Spring Framework, Structured query language SQL, TypeScript, Web framework software"
ONE_15-1299.08,ONET_Standard,Computer Systems Engineers/Architects,ONET Standard System,"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",Global,,,Standard,Standard,Standard,"3M Post-it App, Adobe Acrobat, Adobe ActionScript, Adobe AIR, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Flex, Adobe FrameMaker, Adobe Photoshop, Advanced business application programming ABAP, AJAX, Altia Design, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Amazon Redshift, Amazon Simple Storage Service S3, Amazon Web Services AWS CloudFormation, Amazon Web Services AWS software, Ansible software, Aonix Software Through Pictures, Apache Airflow, Apache Ant, Apache Cassandra, Apache Groovy, Apache Hadoop, Apache Hive, Apache HTTP Server, Apache Kafka, Apache Maven, Apache Pig, Apache Solr, Apache Spark, Apache Struts, Apache Subversion SVN, Apache Tomcat, Apple Final Cut Pro, Apple macOS, Atlassian Bamboo, Atlassian Bitbucket, Atlassian Confluence, Atlassian JIRA, Autodesk AutoCAD, Autodesk Revit, Backbone.js, Basecamp, Bash, BEA Tuxedo, Bentley MicroStation, Blink, Border Gateway Protocol BGP, Borland VisiBroker, BroadVision software, C, C#, C++, Cascading style she"
ONE_15-1299.09,ONET_Standard,Information Technology Project Managers,ONET Standard System,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",Global,,,Standard,Standard,Standard,"24SevenOffice Project, 3M Post-it App, Actano Rplan, Adobe Acrobat, Adobe ActionScript, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Advanced business application programming ABAP, AEC Software FastTrack Schedule, Airtable, AJAX, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Amazon Kinesis, Amazon Redshift, Amazon Web Services AWS software, AMS REALTIME Projects, Ansible software, AnthillPro, Apache Ant, Apache Cassandra, Apache Continuum, Apache Groovy, Apache Gump, Apache Hadoop, Apache Hive, Apache HTTP Server, Apache Kafka, Apache Maven, Apache Pig, Apache Solr, Apache Spark, Apache Struts, Apache Subversion SVN, Apache Tomcat, Apple Final Cut Pro, Apple macOS, Ascensio Systems TeamLab, Assembla, Atlassian Bamboo, Atlassian Confluence, Atlassian JIRA, AtTask, Autodesk AutoCAD, Autodesk Revit, Automation Centre TrackerSuite.Net, Backbone.js, Basecamp, Bash, Blackbaud The Raiser's Edge, Blackboard software, BrightWork pmPo"
ONE_15-2011.00,ONET_Standard,Actuaries,ONET Standard System,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",Global,,,Standard,Standard,Standard,"Appraisal software, ARMON Technologies XLActuary, C++, Cash flow software, Compliance testing software, dBASE Plus, GGY AXIS, IBM Lotus Notes, IBM SPSS Statistics, Insightful S-PLUS, Insureware ICRFS-ELRF, Lewis & Ellis LEAPPS, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Power BI, Microsoft PowerPoint, Microsoft Project, Microsoft SQL Server, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, Microsoft Visual FoxPro, Microsoft Word, Milliman Corporate Affinity, Milliman ReservePro, Oak Mountain Software AnnuityValue, Oracle Database, Oracle Java, PolySystems Asset Delphi, Presentation software, Pricing software, Python, Qlik Tech QlikView, R, SAP BusinessObjects Desktop Intelligence, SAS, Spreadsheet software, SS&C PTS, Statistical software, Structured query language SQL, Tableau, Towers Perrin MoSes, Wolfram Research Mathematica, Word processing software"
ONE_15-2021.00,ONET_Standard,Mathematicians,ONET Standard System,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods.",Global,,,Standard,Standard,Standard,"Adobe Photoshop, Algae, AMPL, Analyse-it, Analysis and Visualization of Time Sequences AVTS, Apfloat, Apple macOS, Apple Shazam, Aptech Systems GAUSS, ARfit, Atlassian JIRA, Aztec, Bash, C, C#, C++, Cascading style sheets CSS, Chatbot software, Computer Algebra System for Algebraic Geometry CASA, Data visualization software, DataDescription DataDesk, DifEqu, Discrete Dynamics Lab DDLab, DSP Development DADiSP, EleSoft Research, Extensible markup language XML, Formula translation/translator FORTRAN, Geomview, GNU Octave, Graphics Programming Environment GRAPE, GraphPad Software GraphPad Prism, Hypertext markup language HTML, IBM SPSS Amos, IBM SPSS Statistics, Insightful S-PLUS, Interactive Mathematical Proof System IMPS, JACAL, JavaScript, KANT, KSEG, LINDO Systems LINDO API, Linux, MacKichan Software Scientific WorkPlace, Magma Design Automation software, Maplesoft Maple, Mathsoft Mathcad, Maxima Software, Maximal Software MPL Modeling System, MicroPress VTeX, Microsoft Access, Micros"
ONE_15-2031.00,ONET_Standard,Operations Research Analysts,ONET Standard System,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",Global,,,Standard,Standard,Standard,"A mathematical programming language AMPL, Amazon Redshift, Apache Hadoop, Apache Hive, Apache Pig, Apple macOS, Bash, Blackbaud The Raiser's Edge, Business Forecast Systems Forecast Pro, C, C++, Cisco IOS, Citrix cloud computing software, Claritas PRIZM NE, Dassault Systemes CATIA, Data entry software, Database software, Eko, ESRI ArcExplorer, ESRI ArcGIS software, Extensible markup language XML, FileMaker Pro, Fund accounting software, General algebraic modeling system GAMS, Geographic information system GIS software, GitHub, Google Docs, Google Drive, Google Slides, Hewlett Packard HP-UX, Human resource management software HRMS, Hyperion Solutions Hyperion Intelligence, IBM Cognos Impromptu, IBM Domino, IBM Notes, IBM Power Systems software, IBM SPSS Statistics, iGrafx, ILOG OPL-CPLEX Development System, Imagine That Extend OR, Insightful S-PLUS, Job control language JCL, Jupyter Notebook, LexisNexis, LINDO Systems LINGO, Linux, Marketo Marketing Automation, Mathsoft Mathcad, MathWor"
ONE_15-2041.00,ONET_Standard,Statisticians,ONET Standard System,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",Global,,,Standard,Standard,Standard,"Amazon Redshift, Amazon Web Services AWS software, Angoss KnowledgeSEEKER, Apache Hadoop, Apache Pig, Apache Spark, Aptech Systems GAUSS, Automatic Forecasting Systems Autobox, C++, Camfit Data Limited Microfit, Common business oriented language COBOL, Cytel StatXact, DataDescription DataDesk, Econometric Software LIMDEP, Extensible markup language XML, Formula translation/translator FORTRAN, GraphPad Software GraphPad Prism, IBM DB2, IBM SPSS Amos, IBM SPSS AnswerTree, IBM SPSS Statistics, Insightful S-PLUS, Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft SQL Server, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, Microsoft Visual FoxPro, Microsoft Word, Minitab, Muthen & Muthen Mplus, NCR Teradata Warehouse Miner, NCSS Power Analysis and Sample Size PASS, Python, Qlik Tech QlikView, Quantitative Micro Software EViews, R, RAT-STATS, SAP PowerBuilder, SAP software, SAS, SAS Enterprise Miner, SAS JMP, SAS/CONNECT,"
ONE_15-2041.01,ONET_Standard,Biostatisticians,ONET Standard System,Develop and apply biostatistical theory and methods to the study of life sciences.,Global,,,Standard,Standard,Standard,"Bash, C#, C++, Clinical trials database software, Data mining software, Data visualization software, Database software, Extensible markup language XML, Git, Graphics software, IBM SPSS Statistics, Insightful S-PLUS, JavaScript, Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft SQL Server, Microsoft Visual Studio, Microsoft Windows, Microsoft Word, Minitab, MySQL, Oracle Database, Oracle Java, Patient monitoring systems, Perl, PHP, Python, R, S-Plus software, SAP software, SAS, SAS/STAT, Shell script, Software development tools, Spreadsheet software, STAT! Systems QD Clinical, StataCorp Stata, STATISTICA, Statistical software, Structured query language SQL, The MathWorks MATLAB, Tibco S-PLUS, UNIX, Wolfram Research Mathematica, Word processing software"
ONE_15-2051.00,ONET_Standard,Data Scientists,ONET Standard System,"Develop and implement a set of techniques or analytics applications to transform raw data into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets. Visualize, interpret, and report data findings. May create dynamic data reports.",Global,,,Standard,Standard,Standard,"Alteryx software, Amazon Elastic Compute Cloud EC2, Amazon Redshift, Amazon Simple Storage Service S3, Amazon Web Services AWS SageMaker, Amazon Web Services AWS software, Apache Airflow, Apache Cassandra, Apache Hadoop, Apache Hive, Apache Kafka, Apache MXNet, Apache Pig, Apache Spark, Atlassian Confluence, Atlassian JIRA, Bash, BigQuery, Business intelligence software, C, C#, C++, Docker, Elasticsearch, Flask, Geographic information system GIS systems, Git, GitHub, Go, Google Cloud software, Google Looker Analytics, IBM SPSS Statistics, JavaScript, JavaScript Object Notation JSON, Jenkins CI, Julia, Jupyter software, Keras, Kubeflow, Kubernetes, Linux, Management information systems MIS, MapReduce big data software, Mathematical software, Microsoft Access, Microsoft Azure software, Microsoft Excel, Microsoft Office software, Microsoft Power BI, Microsoft PowerPoint, Microsoft SQL Server, Mlflow, MongoDB, Neo4j, NoSQL, NumPy, OpenAI ChatGPT, Oracle Java, pandas, Perl, PostgreSQL, PySp"
ONE_15-2051.01,ONET_Standard,Business Intelligence Analysts,ONET Standard System,Produce financial and market intelligence by querying data repositories and generating periodic reports. Devise methods for identifying data patterns and trends in available information sources.,Global,,,Standard,Standard,Standard,"Actuate Eclipse BIRT, Adobe Acrobat, Adobe ActionScript, Adobe Dreamweaver, Advanced business application programming ABAP, Airtable, AJAX, Alteryx software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Amazon Redshift, Amazon Web Services AWS software, Apache Ant, Apache Cassandra, Apache Groovy, Apache Hadoop, Apache Hive, Apache HTTP Server, Apache Kafka, Apache Pig, Apache Solr, Apache Spark, Apache Struts, Apache Tomcat, Atlassian Confluence, Atlassian JIRA, Bash, Blackbaud The Raiser's Edge, Business Objects Data Integrator, C, C#, C++, Citrix cloud computing software, Common business oriented language COBOL, Customer information control system CICS, Data modeling software, Data warehouse software, Database software, Delphi Technology, Django, Drupal, Dynamic hypertext markup language DHTML, Eclipse IDE, Eko, Elasticsearch, Enterprise JavaBeans, Enterprise resource planning ERP software, Epic Systems, ESRI ArcGIS software, Ext JS, Extensible hypertext markup language XHTML,"
ONE_15-2051.02,ONET_Standard,Clinical Data Managers,ONET Standard System,"Apply knowledge of health care and database management to analyze clinical data, and to identify and report trends.",Global,,,Standard,Standard,Standard,"5AM Glassbox Translational Research, Allscripts healthcare automation software, Autocoders, C#, C++, Citrix cloud computing software, ClearTrial, Clinical trial management software, Drug coding software, DZS Software Solutions ClinPlus, Electronic data capture EDC software, ePharmaSolutions eMVR, Epic Systems, EpicCare Ambulatory Electronic Medical Records (EMR) software, Extensible markup language XML, Fortress Medical Clindex, Go, IBM SPSS Statistics, InforSense InforSense, Invivo Data EPX ePRO Management System, KIKA Veracity, Medidata Rave Data Management, MEDITECH software, Merge Healthcare eTrials, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visio, Microsoft Visual Basic, Microsoft Word, OpenClinica, Oracle Clinical, Oracle Java, Oracle Remote Data Capture, Oracle SQL Loader, Patient tracking software, PercipEnz Technologies OnCore-Clinical Research Management OnCore-C"
ONE_15-2099.00,ONET_Standard,"Mathematical Science Occupations, All Other",ONET Standard System,All mathematical scientists not listed separately.,Global,,,Standard,Standard,Standard,
ONE_15-2099.01,ONET_Standard,Bioinformatics Technicians,ONET Standard System,"Apply principles and methods of bioinformatics to assist scientists in areas such as pharmaceuticals, medical technology, biotechnology, computational biology, proteomics, computer information science, biology and medical informatics. Apply bioinformatics tools to visualize, analyze, manipulate or interpret molecular data. May build and maintain databases for processing and analyzing genomic or other biological information.",Global,,,Standard,Standard,Standard,"Apache Subversion SVN, Atlassian Bamboo, Avaya Identity Engines, Basic Local Alignment Search Tool BLAST, Bioconductor, Bowtie, Burrows-Wheeler Aligner BWA, C, C++, ClustalW, Cufflinks, Customer relationship management CRM software, Data visualization software, Enterprise resource planning ERP software, Esri ArcGIS, Genome Analysis Toolkit GATK, GENSCAN, Geographic information system GIS software, Git, Hypertext markup language HTML, IBM SPSS Statistics, Jenkins CI, Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visio, Microsoft Windows, Microsoft Word, MySQL, Oracle Database, Oracle Java, Perl, PHYLIP, Python, R, Ruby, SAP software, SAS, Structured query language SQL, The MathWorks MATLAB, Thermo Fisher Scientific Ion Reporter, TopHat, Voice over internet protocol VoIP system software, Web browser software, Word processing software"
ONE_17-1011.00,ONET_Standard,"Architects, Except Landscape and Naval",ONET Standard System,"Plan and design structures, such as private residences, office buildings, theaters, factories, and other structural property.",Global,,,Standard,Standard,Standard,"1ST Pricing Window & Door Toolkit, Adobe Acrobat, Adobe Creative Cloud software, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Amazon Elastic Compute Cloud EC2, Amazon Redshift, Amazon Web Services AWS software, Apache Cassandra, Apache Hadoop, Apache Hive, Apache Maven, Apache Pig, Applied Search Technology CADFind, Artifice DesignWorkshop, Autodesk 3ds Max Design, Autodesk Architectural Studio, Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Revit, AutoDesSys form Z, AzTechSoft GPS2CAD, BeamChek, Bentley MicroStation, BQE Software ArchiOffice, Chef, Computer aided design and drafting software CADD, Computer aided manufacturing CAM software, Craftsman CD Estimator, Database software, Drcauto Smart Architect LT Pro, ESRI ArcGIS software, FEMA EMMIE, FileNet P8, Graphisoft ArchiCAD, Intuit QuickBooks, McNeel Rhinoceros 3D, Micro-Press MicroStation PowerDraft, Microsoft Access, Microsoft Excel, Microsoft Internet Explorer, Microsoft Office software, Microsoft Outlook, Microso"
ONE_17-1012.00,ONET_Standard,Landscape Architects,ONET Standard System,"Plan and design land areas for projects such as parks and other recreational facilities, airports, highways, hospitals, schools, land subdivisions, and commercial, industrial, and residential sites.",Global,,,Standard,Standard,Standard,"Adobe Acrobat, Adobe Creative Cloud software, Adobe FreeHand MX, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Autodesk 3ds Max, Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Revit, Bentley MicroStation, Corel CorelDraw Graphics Suite, Coyote Software DynaSCAPE Design, Desktop publishing software, ESRI ArcGIS software, ESRI ArcView, Geographic information system GIS systems, Lumion, McNeel Rhinoceros 3D, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Word, Trimble SketchUp Pro, Web browser software"
ONE_17-1021.00,ONET_Standard,Cartographers and Photogrammetrists,ONET Standard System,"Research, study, and prepare maps and other spatial data in digital or graphic form for one or more purposes, such as legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems. May collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data.",Global,,,Standard,Standard,Standard,"Adobe Acrobat, Adobe Creative Cloud software, Adobe Dreamweaver, Adobe Illustrator, Adobe InDesign, Adobe Photoshop, Aerotriangulation adjustment software, Aldus FreeHand, Arbor Image Draftsman, Autodesk AutoCAD, Autodesk World, Bentley MicroStation, Bentley Systems InRoads Suite, Boeing Kork Digital Mapping, Boeing SoftPlotter, C, Computer aided design CAD software, Corel CorelDraw Graphics Suite, Corporate Montage CADScript, Cosmo Software Cosmo World, Desktop publishing software, Digital databases, Digital mapping software, Email software, ERDAS ER Mapper, ESRI ArcGIS software, ESRI ArcInfo, ESRI ArcView, ESRI software, Extensible markup language XML, Geographic information system GIS software, Geographic information system GIS systems, Geomechanical design analysis GDA software, Hexagon Intergraph, IBM iSeries Access, Image analysis software, Image processing software, Intergraph ImageStation Stereo Softcopy Kit SSK, JavaScript Object Notation JSON, Leica AEROPLAN LiDAR, MapInfo, M"
ONE_17-1022.00,ONET_Standard,Surveyors,ONET Standard System,"Make exact measurements and determine property boundaries. Provide data relevant to the shape, contour, gravitation, location, elevation, or dimension of land or land features on or near the earth's surface for engineering, mapmaking, mining, land evaluation, construction, and other purposes.",Global,,,Standard,Standard,Standard,"Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk AutoCAD Land Desktop, Bentley GeoPak Bridge, Bentley MicroStation, Bentley Systems InRoads Suite, Cadcorp desktop GIS, Carlson SurvCADD, Carlson SurvCE, Carlson Survey, CE SURVEYOR III, CloudWorks, CMT Incorporated CogoCAD, Computer aided design and drafting software CADD, Crones & Associations Project Tracker Pro, Cyclone, Data logging software, Data transfer software, Drafting software, ESRI ArcGIS software, ESRI ArcView, Geocomp Systems GeoNav, Geodetic software, Geographic information system GIS software, Geographic information system GIS systems, Geomechanical design analysis GDA software, Global positioning system GPS software, HYPACK HYSWEEP, HYPACK MAX, Internet browser software, Latitude software, Microsoft Excel, Microsoft Office software, Microsoft Word, MicroSurvey FieldGenius, MicroSurveyCAD, NOAA Shoreline Data Explorer, PC-Mapper software, Project analysis and costing software, Project data integration software, Share"
ONE_17-1022.01,ONET_Standard,Geodetic Surveyors,ONET Standard System,"Measure large areas of the Earth's surface using satellite observations, global navigation satellite systems (GNSS), light detection and ranging (LIDAR), or related sources.",Global,,,Standard,Standard,Standard,"Advanced Graphics Technology ProCogo, Amazon Web Services AWS software, Autodesk AutoCAD, Autodesk CAiCE Visual Transportation, Bentley MicroStation, C#, C++, Carlson Civil Suite, Carlson Simplicity Sight Survey, CMT CogoCAD, Email software, ESRI ArcGIS software, ESRI ArcView, Geo-Plus, Geocomp Systems GeoCalc, Geographic information system GIS software, Hypertext markup language HTML, Linux, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, MicroSurvey Software MicroSurvey CAD, National Geodetic Survey NGS Geodetic Toolkit, National Geodetic Survey NGS VERTCON, Object oriented programming software, Oracle Java, QuickCogo, SAP software, SiteComp Survey, Structured query language SQL, Traverse PC, Trimble Terramodel, Underhill Geomatics Copan, Virtual reality modeling language VRML software, Web browser software"
ONE_17-2011.00,ONET_Standard,Aerospace Engineers,ONET Standard System,"Perform engineering duties in designing, constructing, and testing aircraft, missiles, and spacecraft. May conduct basic and applied research to evaluate adaptability of materials and equipment to aircraft design and manufacture. May recommend improvements in testing equipment and techniques.",Global,,,Standard,Standard,Standard,"1CadCam Unigraphics, Ada, Alstom ESARAD, Alstom ESATAN, Altera Quartus II, Analytical Graphics STK Expert Edition, ANSYS simulation software, Autodesk AutoCAD, C, C#, C++, Collier Research HyperSizer, Computational fluid dynamics CFD software, Computer aided design and drafting CADD software, Computer aided manufacturing CAM software, Computer-aided engineering CAE software, Cullimore & Ring Technologies SINDA/FLUINT, Cullimore & Ring Technologies Thermal Desktop, Dassault Systemes Abaqus, Dassault Systemes CATIA, Dassault Systemes SolidWorks, Data acquisition systems, Digital Equipment Corporation DIGITAL Fortran 90, ESI Group AutoSEA2, Extensible markup language XML, Fatigue analysis software, Finite element analysis FEA software, Finite element method FEM software, Flexible dynamics modeling software, Formula translation/translator FORTRAN, Grid generation software, Harvard Thermal TAS, Hewlett-Packard HP OpenVMS, IBM Rational ClearCase, IBM Rational ClearQuest, IBM Rational DOORS, "
ONE_17-2021.00,ONET_Standard,Agricultural Engineers,ONET Standard System,"Apply knowledge of engineering technology and biological science to agricultural problems concerned with power and machinery, electrification, structures, soil and water conservation, and processing of agricultural products.",Global,,,Standard,Standard,Standard,"Adobe InDesign, Adobe Photoshop, Autodesk AutoCAD, Dassault Systemes SolidWorks, Eagle Point LANDCADD, Enterprise resource planning ERP software, ESRI ArcView, Microsoft Access, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft Word, Oracle Database, Oracle Java, PTC Creo Parametric, PTC Pro/Pipe, SAP software, SAS, Supervisory control and data acquisition SCADA software, Web browser software, Word processing software"
ONE_17-2031.00,ONET_Standard,Bioengineers and Biomedical Engineers,ONET Standard System,"Apply knowledge of engineering, biology, chemistry, computer science, and biomechanical principles to the design, development, and evaluation of biological, agricultural, and health systems and products, such as artificial organs, prostheses, instrumentation, medical information systems, and health management and care delivery systems.",Global,,,Standard,Standard,Standard,"Ab Initio, Ada, ADInstruments LabChart, Adobe Illustrator, Adobe Photoshop, Advanced computer simulation language ACSL, ANSYS simulation software, ApE A Plasmid Editor, AspenTech HYSYS, Autodesk AutoCAD, Biomechanical modeling software, Bioreactor Design, C, C++, Cadence Allegro Design Entry Capture and Capture CIS, Cadence Encounter Test, Calculating optimum maintenance parameters COMPARE, Calibration software, Charting software, Circuit simulation software, Common cause failure assessment software, Computational fluid dynamics CFD software, Computational modeling software, Computer aided design CAD software, Computer aided manufacturing CAM software, Criticality analysis software, Dassault Systemes SolidWorks, Defect tracking software, Diagramming software, Dyadem FMEA Pro-6, Electromechanical testing analysis software, Electromyograph analysis software, Electronic design automation EDA software, Embedded systems testing software, Equipment compliance testing software, ERP software, "
ONE_17-2041.00,ONET_Standard,Chemical Engineers,ONET Standard System,"Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.",Global,,,Standard,Standard,Standard,"Absorption process simulation software, Applied Flow Technology AFT Arrow, Applied Flow Technology AFT Fathom, AspenTech aspenONE, Autodesk AutoCAD, C, C++, CD-adapco STAR-CAD, Cerebro CerebroMix, ChemicaLogic SteamTab, Chempute Software ChemDraw, Chempute Software Engineer's Aide SINET, Chempute Software EstPro, Chempute Software SuperPro Designer, Chempute Software VisiMix, Chemstations CHEMCAD, Computer aided design and drafting CADD software, Computer aided design CAD software, Computer aided manufacturing CAM software, Control Station ENGINEER, Dassault Systemes CATIA, Dassault Systemes SolidWorks, Desktop publishing software, EPCON International CHEMPRO Engineering Suite, EPCON International SiNET, EPCON International SYSTEM 7 Process Explorer, G&P Engineering Software EngVert, G&P Engineering Software PhysProps, G&P Engineering Software PipeDrop, GE Fanuc Proficy Machine Edition, Laboratory information management system LIMS, Madison Technical Software Chempak Plus, Madison Tech"
ONE_17-2051.00,ONET_Standard,Civil Engineers,ONET Standard System,"Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems.",Global,,,Standard,Standard,Standard,"Adobe Acrobat, Apache Subversion SVN, Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Land Desktop, Autodesk Revit, Bentley GeoPak Bridge, Bentley Haestad Methods CivilStorm, Bentley InRoads Suite, Bentley MicroStation, Bentley STAAD, Bridge design software, C, Cartography software, Computer aided design and drafting software CADD, Corel WordPerfect Office Suite, Cost estimating software, Dassault Systemes Abaqus, Dassault Systemes CATIA, Dassault Systemes SolidWorks, Eagle Point Site Design, Email software, ESRI ArcGIS software, ESRI ArcInfo, ESRI ArcView, Extensible markup language XML, Finite element analysis FEA software, Formula translation/translator FORTRAN, Geographic information system GIS software, Graphics software, GT STRUDL, HEC-1, HEC-HMS, Hydraulic analysis software, Hydraulic modeling software, HydroCAD Software Solutions HydroCAD Stormwater Modeling System, Intergraph MGE, Mathsoft Mathcad, MAYA Nastran, Microsoft Access, Microsoft ActiveX, Microsoft Dynamics, Mi"
ONE_17-2051.01,ONET_Standard,Transportation Engineers,ONET Standard System,"Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.",Global,,,Standard,Standard,Standard,"Autodesk AutoCAD, Autodesk AutoCAD Civil 3D, Autodesk Land Desktop, Bentley GEOPAK Civil Engineering Suite, Bentley InRoads Suite, Bentley MicroStation, Citilabs Cube, Computer aided design and drafting software CADD, Cubic Synchro Studio, ESRI ArcGIS software, McTrans Center TSIS-CORSIM, McTrans HCS+, McTrans TRANSYT-7F, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Word, OpenRoads Designer, Oracle Primavera Enterprise Project Portfolio Management, PTV Vissim, Python, SIDRA INTERSECTION, Structured query language SQL, Trafficware SimTraffic, Trafficware SynchroGreen, Transoft Solutions AutoTURN, Visual Solutions VisSIM, Warehouse management system WMS, Web browser software, Word processing software"
